id_cliente,competencia,data_hora,id_produto,status,tipo_lancamento,id,estabelecimento,valor
2b162060,2022-01,2022-01-10 07:30:00.000,007c2c1c,APROVADA,DEBITO,4353342c-731c-49c6-9405-71f2bc19dc1d,Posto de gasolina,81
2b162060,2022-01,2022-01-11 02:30:00.000,007c2c1c,APROVADA,DEBITO,ccfb786e-3144-49a2-b30b-8e1906e16eb9,Posto de gasolina,28
2b162060,2022-01,2022-01-12 08:30:00.000,007c2c1c,APROVADA,DEBITO,7e8e10ce-2f7f-447d-b5ac-e8780507015f,Supermercado,14
2b162060,2022-01,2022-01-13 02:30:00.000,007c2c1c,APROVADA,DEBITO,733a29e4-ce16-42ea-be82-19f33738b6e6,Padaria,28
2b162060,2022-01,2022-01-14 02:30:00.000,007c2c1c,APROVADA,DEBITO,1a47d663-6c0d-44d4-bf1d-a9a075784c5a,Salão de beleza,25
2b162060,2022-01,2022-01-15 01:30:00.000,007c2c1c,APROVADA,DEBITO,232defc2-b049-402f-91af-6cff40ed31b0,Padaria,56
2b162060,2022-01,2022-01-16 02:30:00.000,007c2c1c,APROVADA,DEBITO,36378f85-fca3-4599-8bea-4c39a2c0ec1b,Padaria,77
2b162060,2022-01,2022-01-17 02:30:00.000,007c2c1c,APROVADA,DEBITO,bd410bac-8d79-43d6-bad5-90cd58388cf9,Supermercado,71
2b162060,2022-01,2022-01-18 02:30:00.000,007c2c1c,APROVADA,DEBITO,2c0002df-115f-4837-8eae-0c1d5588b40c,Restaurante,26
2b162060,2022-01,2022-01-19 03:30:00.000,007c2c1c,APROVADA,DEBITO,225b8069-278c-430e-b9f9-c06145dc26d3,Sorveteria,13
2b162060,2022-01,2022-01-20 02:30:00.000,007c2c1c,APROVADA,DEBITO,5802da45-aaf8-4c4d-a67f-d6edacba5520,Restaurante,31
2b162060,2022-01,2022-01-21 01:30:00.000,007c2c1c,APROVADA,DEBITO,9a9d808a-f8a6-4a61-9c1c-35f393673c5a,Farmácia,28
2b162060,2022-01,2022-01-22 02:30:00.000,007c2c1c,APROVADA,DEBITO,7696f763-baf2-4a35-8739-8526cd12f5a6,Padaria,13
2b162060,2022-01,2022-01-23 01:30:00.000,007c2c1c,RECUSADA,DEBITO,ceb6a1c4-5a02-46e9-a148-5d7de1f3684f,Posto de gasolina,14
2b162060,2022-01,2022-01-24 01:30:00.000,007c2c1c,APROVADA,DEBITO,d4a9abb5-c1d6-4dc5-90a5-4c87b4d82f10,Supermercado,95
2b162060,2022-01,2022-01-25 01:30:00.000,007c2c1c,APROVADA,DEBITO,c7e89e43-24eb-49d0-96c7-079b1fc3867c,Posto de gasolina,48
2b162060,2022-01,2022-01-26 01:30:00.000,007c2c1c,APROVADA,DEBITO,b21678ea-6745-4855-9162-d7e664cf0680,Supermercado,42
2b162060,2022-01,2022-01-27 02:30:00.000,007c2c1c,APROVADA,DEBITO,6dd5938d-240b-4479-97d5-9c040c119eb6,Posto de gasolina,59
2b162060,2022-01,2022-01-28 06:30:00.000,007c2c1c,APROVADA,DEBITO,13eeff32-cd39-43bc-97cb-00eb4b3a96bf,Supermercado,72
2b162060,2022-01,2022-01-01 01:30:00.000,007c2c1c,APROVADA,DEBITO,1321ec4a-7c00-4c2c-a8e0-aa0b9f6f64b6,Loja de departamentos,91
2b162060,2022-01,2022-01-02 02:30:00.000,007c2c1c,APROVADA,DEBITO,37e51b00-782a-42b2-8bdd-568c5bbba704,Supermercado,12
2b162060,2022-01,2022-01-03 01:30:00.000,007c2c1c,APROVADA,DEBITO,9bf6503c-2649-451d-be75-e1ce31da4801,Posto de gasolina,31
2b162060,2022-01,2022-01-04 01:30:00.000,007c2c1c,APROVADA,DEBITO,61ec0f61-6fe8-4828-b675-3b7d463bc398,Loja vestuário,13
2b162060,2022-01,2022-01-05 02:30:00.000,007c2c1c,APROVADA,DEBITO,1b15d35d-0f69-4e80-9a15-15adc7b9681b,Supermercado,65
2b162060,2022-01,2022-01-06 02:30:00.000,007c2c1c,APROVADA,DEBITO,8475098a-3cdf-4bb7-9365-95f902b47fba,Restaurante,27
2b162060,2022-01,2022-01-07 02:30:00.000,007c2c1c,APROVADA,DEBITO,b4dbab89-4435-4601-a9ae-2a6c96fd80d7,Posto de gasolina,88
2b162060,2022-01,2022-01-08 05:30:00.000,007c2c1c,APROVADA,DEBITO,da7cc8b6-b143-46bb-9ab5-4560a299121c,Supermercado,21
2b162060,2022-01,2022-01-09 08:30:00.000,007c2c1c,APROVADA,DEBITO,c2311828-f996-4e05-a8d8-7aff5ea0a8b6,Supermercado,20
2b162060,2022-01,2022-01-10 01:30:00.000,007c2c1c,RECUSADA,DEBITO,18e71e1f-f997-4a84-a93d-38fc73eb0500,Padaria,16
2b162060,2022-01,2022-01-11 05:30:00.000,007c2c1c,APROVADA,DEBITO,8da478d5-6d1f-4b13-b987-29404c8cfdae,Posto de gasolina,69
2b162060,2022-01,2022-01-12 03:30:00.000,007c2c1c,APROVADA,DEBITO,5f99050e-4324-4b47-ab41-da146554abda,Padaria,89
2b162060,2022-01,2022-01-13 01:30:00.000,007c2c1c,APROVADA,DEBITO,4c34ac02-5e76-415f-a674-965cf9ace2f9,Supermercado,21
2b162060,2022-01,2022-01-14 03:30:00.000,007c2c1c,APROVADA,DEBITO,2de6c894-f4fc-4f44-b3bc-2fc6a3f31287,Posto de gasolina,70
2b162060,2022-01,2022-01-15 01:30:00.000,007c2c1c,APROVADA,DEBITO,80c54ae1-484c-47e7-888b-db50a43c0b8b,Supermercado,11
2b162060,2022-01,2022-01-16 02:30:00.000,007c2c1c,RECUSADA,DEBITO,d93fba62-9f67-4a1e-9bb6-4207ed7cde56,Posto de gasolina,56
2b162060,2022-01,2022-01-17 08:30:00.000,007c2c1c,APROVADA,DEBITO,ede14adb-eb73-4865-8553-b587cbbe6249,Sorveteria,20
2b162060,2022-01,2022-01-18 01:30:00.000,007c2c1c,APROVADA,DEBITO,4c0fbe26-fdcf-4a8d-815e-be51f26c9ffe,Supermercado,84
2b162060,2022-01,2022-01-19 02:30:00.000,007c2c1c,APROVADA,DEBITO,6d135939-b1bc-4c3f-a75d-bec97374e7e3,Supermercado,29
2b162060,2022-01,2022-01-20 04:30:00.000,007c2c1c,APROVADA,DEBITO,6d5ba978-b568-46ad-bb81-fdf368b079a8,Posto de gasolina,31
2b162060,2022-01,2022-01-21 09:30:00.000,007c2c1c,APROVADA,DEBITO,448efdc8-c3dc-4a5e-a7c4-5ffe95102ec0,Supermercado,19
2b162060,2022-01,2022-01-22 01:30:00.000,007c2c1c,APROVADA,DEBITO,f6d1e658-17d8-41fb-89b4-3c592b213c19,Posto de gasolina,15
2b162060,2022-01,2022-01-23 04:30:00.000,007c2c1c,APROVADA,DEBITO,45ef09cb-1f5f-41b6-a507-fb6f76290d11,Supermercado,15
2b162060,2022-01,2022-01-24 08:30:00.000,007c2c1c,APROVADA,DEBITO,b4481277-b1db-4d8c-bf65-c1a820cb70fe,Supermercado,15
2b162060,2022-01,2022-01-25 02:30:00.000,007c2c1c,APROVADA,DEBITO,c13e21cc-cc9d-4658-bd49-cd853ecf43e1,Supermercado,28
2b162060,2022-01,2022-01-26 01:30:00.000,007c2c1c,APROVADA,DEBITO,d4dac9c6-d60b-4865-ac6b-89932d513331,Posto de gasolina,29
2b162060,2022-01,2022-01-27 02:30:00.000,007c2c1c,APROVADA,DEBITO,5547a86c-db3a-41e3-a866-794eff180afd,Loja de departamentos,13
2b162060,2022-01,2022-01-28 01:30:00.000,007c2c1c,APROVADA,DEBITO,f75aedba-1cdf-45a8-9d89-aaaaae8a7034,Posto de gasolina,36
2b162060,2022-02,2022-02-01 03:30:00.000,007c2c1c,APROVADA,DEBITO,a422cec8-026f-421c-8e98-964d30a2889b,Posto de gasolina,13
2b162060,2022-02,2022-02-02 05:30:00.000,007c2c1c,APROVADA,DEBITO,47384e1e-624a-487e-8775-d5e986c6fd59,Supermercado,16
2b162060,2022-02,2022-02-03 01:30:00.000,007c2c1c,APROVADA,DEBITO,85237e48-fc7c-4860-8bee-3689c76cb59d,Posto de gasolina,66
2b162060,2022-02,2022-02-04 08:30:00.000,007c2c1c,APROVADA,DEBITO,a0d6485f-ccf0-4d5a-9654-46b476c8280e,Farmácia,72
2b162060,2022-02,2022-02-05 01:30:00.000,007c2c1c,APROVADA,DEBITO,d45aded9-2d84-41b0-8d98-35a7fdd342fb,Posto de gasolina,35
2b162060,2022-02,2022-02-06 02:30:00.000,007c2c1c,APROVADA,DEBITO,ad23b708-4fa9-4f8b-90c5-89cbe19dd8b8,Posto de gasolina,28
2b162060,2022-02,2022-02-07 01:30:00.000,007c2c1c,APROVADA,DEBITO,a0c93a30-ec18-40c6-a2fa-5b0ecaa3daf5,Padaria,13
2b162060,2022-02,2022-02-08 02:30:00.000,007c2c1c,APROVADA,DEBITO,406e31f7-bcb5-4b15-8d6d-4ee0da2ddc25,Posto de gasolina,12
2b162060,2022-02,2022-02-09 02:30:00.000,007c2c1c,APROVADA,DEBITO,b07db388-13be-4635-8645-b964ac48ce75,Salão de beleza,18
2b162060,2022-02,2022-02-10 02:30:00.000,007c2c1c,APROVADA,DEBITO,226f6640-8ff3-4aa3-b235-2040a203512f,Supermercado,13
2b162060,2022-02,2022-02-11 02:30:00.000,007c2c1c,APROVADA,DEBITO,2aa25b2d-f081-4c4f-87b5-c35acd0ddeda,Posto de gasolina,22
2b162060,2022-02,2022-02-12 09:30:00.000,007c2c1c,APROVADA,DEBITO,0537f0c7-f02c-4751-9221-3ca4b24d3049,Restaurante,31
2b162060,2022-02,2022-02-13 02:30:00.000,007c2c1c,APROVADA,DEBITO,a908aa94-c1b9-4242-9b67-cfbc2a7b13fb,Supermercado,13
2b162060,2022-02,2022-02-14 07:30:00.000,007c2c1c,APROVADA,DEBITO,9ceeef19-4798-4776-b8e2-485a71535bf1,Supermercado,26
2b162060,2022-02,2022-02-15 01:30:00.000,007c2c1c,APROVADA,DEBITO,d14a14d3-d2f3-4404-8761-100ef23a2f7c,Sorveteria,17
2b162060,2022-02,2022-02-16 04:30:00.000,007c2c1c,APROVADA,DEBITO,6f6cdadb-1525-48d9-9eeb-c9308031d8c4,Padaria,19
2b162060,2022-02,2022-02-17 04:30:00.000,007c2c1c,APROVADA,DEBITO,6a8c2b1e-f591-47e2-b9b3-2e5289377727,Supermercado,25
2b162060,2022-02,2022-02-18 06:30:00.000,007c2c1c,APROVADA,DEBITO,aba41060-01f1-4b25-b135-7b9d554b4fd9,Posto de gasolina,25
2b162060,2022-02,2022-02-19 02:30:00.000,007c2c1c,APROVADA,DEBITO,958ad872-f1aa-45df-930f-bb2b8c3a63fb,Supermercado,31
2b162060,2022-02,2022-02-20 01:30:00.000,007c2c1c,APROVADA,DEBITO,435c9f77-ef50-48c3-92b0-430ffad6feb0,Supermercado,19
2b162060,2022-02,2022-02-21 01:30:00.000,007c2c1c,APROVADA,DEBITO,fcb04bc5-4292-40d6-b92e-4b140f80c123,Sorveteria,39
2b162060,2022-02,2022-02-22 01:30:00.000,007c2c1c,APROVADA,DEBITO,fb3bc2fb-f3de-4fe3-9e50-1777a90453dc,Loja de departamentos,29
2b162060,2022-02,2022-02-23 01:30:00.000,007c2c1c,APROVADA,DEBITO,7013b65b-c0ec-4701-b9cd-378da8172d0b,Supermercado,28
2b162060,2022-02,2022-02-24 01:30:00.000,007c2c1c,APROVADA,DEBITO,ee5537c6-67d6-452f-a72a-c2ea3032b512,Posto de gasolina,28
2b162060,2022-02,2022-02-25 02:30:00.000,007c2c1c,APROVADA,DEBITO,791d0032-356c-4629-a69b-c1a614cd9c89,Supermercado,12
2b162060,2022-02,2022-02-26 02:30:00.000,007c2c1c,APROVADA,DEBITO,9a9b453a-0352-4cac-9442-6748384396ec,Supermercado,29
2b162060,2022-02,2022-02-27 01:30:00.000,007c2c1c,APROVADA,DEBITO,b8b1a872-a872-4d94-bb27-4b56ad43071c,Posto de gasolina,27
2b162060,2022-02,2022-02-28 04:30:00.000,007c2c1c,APROVADA,DEBITO,1c3dd89d-ab5c-4fad-9c61-6d871f9d1059,Posto de gasolina,97
2b162060,2022-02,2022-02-01 01:30:00.000,007c2c1c,APROVADA,DEBITO,058c49c5-f060-45e0-ac5f-53ff9e665390,Farmácia,19
2b162060,2022-02,2022-02-02 02:30:00.000,007c2c1c,APROVADA,DEBITO,1abae5a7-4726-42f7-b7ba-36d015af2255,Posto de gasolina,30
2b162060,2022-02,2022-02-03 02:30:00.000,007c2c1c,APROVADA,DEBITO,7cdd0e80-9d74-4ca0-8a06-b2e379bbcfbe,Salão de beleza,30
2b162060,2022-02,2022-02-04 01:30:00.000,007c2c1c,APROVADA,DEBITO,87da9b41-c0ca-4c5c-aba8-6cbd95519fc6,Supermercado,10
2b162060,2022-02,2022-02-05 01:30:00.000,007c2c1c,APROVADA,DEBITO,f462a879-6c70-4d12-8aff-2241fd589b07,Posto de gasolina,24
2b162060,2022-02,2022-02-06 03:30:00.000,007c2c1c,APROVADA,DEBITO,90f89128-206a-406a-a48c-7fe6478df5ee,Supermercado,24
2b162060,2022-02,2022-02-07 02:30:00.000,007c2c1c,APROVADA,DEBITO,b42a3a6b-c6a8-4a7a-b76f-b21b60aefdcd,Posto de gasolina,24
2b162060,2022-02,2022-02-08 03:30:00.000,007c2c1c,APROVADA,DEBITO,146206a9-a280-495b-bf61-0808a98f3789,Supermercado,14
2b162060,2022-02,2022-02-09 01:30:00.000,007c2c1c,APROVADA,DEBITO,c9c13862-64bd-4315-ab29-7b9465a7b0b1,Padaria,61
2b162060,2022-02,2022-02-10 01:30:00.000,007c2c1c,APROVADA,DEBITO,65070b0e-c328-46d2-aa0f-8985d09ac2b7,Posto de gasolina,25
2b162060,2022-02,2022-02-11 01:30:00.000,007c2c1c,APROVADA,DEBITO,caa04179-f694-4098-b4a5-f390609e8814,Padaria,23
2b162060,2022-02,2022-02-12 04:30:00.000,007c2c1c,APROVADA,DEBITO,fbfd6412-beb8-4229-9f87-6791738d7da7,Posto de gasolina,21
2b162060,2022-02,2022-02-13 03:30:00.000,007c2c1c,APROVADA,DEBITO,cfcc28da-a277-46a3-81da-616e7e789f8e,Posto de gasolina,25
2b162060,2022-02,2022-02-14 02:30:00.000,007c2c1c,APROVADA,DEBITO,077fda11-b5d7-4ad8-a8ba-171486cb1584,Posto de gasolina,28
2b162060,2022-02,2022-02-15 03:30:00.000,007c2c1c,APROVADA,DEBITO,8c71065c-abb8-445d-aa18-2ea408ddb926,Supermercado,11
2b162060,2022-02,2022-02-16 01:30:00.000,007c2c1c,APROVADA,DEBITO,f3bb027e-1f73-4cd8-8df7-fc4b73337bd7,Supermercado,11
2b162060,2022-02,2022-02-17 03:30:00.000,007c2c1c,APROVADA,DEBITO,0100c7ef-d8cc-4ee5-bfe2-b176ddc89f11,Loja vestuário,24
2b162060,2022-02,2022-02-18 02:30:00.000,007c2c1c,APROVADA,DEBITO,57fcd0e4-5a8e-49c4-a124-3b7552118a27,Supermercado,17
2b162060,2022-02,2022-02-19 02:30:00.000,007c2c1c,APROVADA,DEBITO,a57bf17d-99ba-4271-bd80-853f0abc8e8d,Supermercado,14
2b162060,2022-02,2022-02-20 01:30:00.000,007c2c1c,APROVADA,DEBITO,dadf8156-a3f9-4b98-80a1-e4cdd17c6264,Salão de beleza,31
2b162060,2022-02,2022-02-21 01:30:00.000,007c2c1c,APROVADA,DEBITO,3134b376-f743-4a0e-8351-180382d75b44,Posto de gasolina,28
2b162060,2022-02,2022-02-22 09:30:00.000,007c2c1c,APROVADA,DEBITO,7dd28da1-7ccd-4026-b989-25e4f8af35b9,Posto de gasolina,13
2b162060,2022-02,2022-02-23 02:30:00.000,007c2c1c,APROVADA,DEBITO,61f7765b-66f5-4a66-acfe-ee50945e93f6,Supermercado,25
2b162060,2022-02,2022-02-24 02:30:00.000,007c2c1c,APROVADA,DEBITO,d46f5f1c-4118-42a3-a527-4245a43a63fd,Sorveteria,40
2b162060,2022-02,2022-02-25 09:30:00.000,007c2c1c,APROVADA,DEBITO,781113d7-d6e4-405a-afd9-350c3c9d3191,Supermercado,21
2b162060,2022-02,2022-02-26 03:30:00.000,007c2c1c,APROVADA,DEBITO,a7bd5924-a057-4dea-90b4-ef124954238c,Padaria,19
2b162060,2022-02,2022-02-27 01:30:00.000,007c2c1c,APROVADA,DEBITO,b1b14ed3-3bb1-4b0c-9e31-8d1a7a077ce4,Padaria,23
2b162060,2022-02,2022-02-28 02:30:00.000,007c2c1c,APROVADA,DEBITO,8ce68af5-d120-4be7-a48a-d903247a3a77,Posto de gasolina,29
2b162060,2022-02,2022-02-01 03:30:00.000,007c2c1c,APROVADA,DEBITO,8db1f1ff-9170-4061-8c8a-9231f28cb0cb,Posto de gasolina,25
2b162060,2022-02,2022-02-02 09:30:00.000,007c2c1c,APROVADA,DEBITO,466c5866-85ab-4ee4-80a2-b3cd2f2cb1c4,Posto de gasolina,26
2b162060,2022-02,2022-02-03 01:30:00.000,007c2c1c,APROVADA,DEBITO,03a60b51-b9f6-4f09-873c-90b807939aa0,Loja de departamentos,22
2b162060,2022-02,2022-02-04 02:30:00.000,007c2c1c,APROVADA,DEBITO,01e4101c-cfae-49e9-869e-5014feae1035,Supermercado,30
2b162060,2022-02,2022-02-05 02:30:00.000,007c2c1c,APROVADA,DEBITO,41f1c1b8-9454-45dc-8b8e-9a20b4b34c91,Supermercado,23
2b162060,2022-02,2022-02-06 02:30:00.000,007c2c1c,APROVADA,DEBITO,876fe346-54f5-4cad-8fa7-22bc6e9509d2,Supermercado,79
2b162060,2022-02,2022-02-07 01:30:00.000,007c2c1c,APROVADA,DEBITO,4b306c32-df1c-46bb-86ab-3e3e8e720813,Restaurante,26
2b162060,2022-02,2022-02-08 09:30:00.000,007c2c1c,APROVADA,DEBITO,22d2419b-a287-4ca4-98a3-b3cb3b40e94d,Farmácia,87
2b162060,2022-02,2022-02-09 01:30:00.000,007c2c1c,APROVADA,DEBITO,ed394cb9-6434-4cf3-9012-a4133f6ac0ba,Padaria,15
2b162060,2022-02,2022-02-10 01:30:00.000,007c2c1c,APROVADA,DEBITO,557669ff-532a-4bda-a847-20bd3f780952,Farmácia,20
2b162060,2022-02,2022-02-11 01:30:00.000,007c2c1c,APROVADA,DEBITO,1bb414a8-3f01-4a72-be6c-41ffb58666d6,Posto de gasolina,16
2b162060,2022-02,2022-02-12 06:30:00.000,007c2c1c,APROVADA,DEBITO,f2c2eadc-9f68-42bc-b440-3a94d90371d4,Farmácia,18
2b162060,2022-02,2022-02-13 03:30:00.000,007c2c1c,APROVADA,DEBITO,7e4cb846-a2d4-4f99-bb6f-ea8e4f992466,Supermercado,33
2b162060,2022-02,2022-02-14 03:30:00.000,007c2c1c,APROVADA,DEBITO,ba5747e3-6017-41a3-8293-134171373dcd,Posto de gasolina,25
2b162060,2022-02,2022-02-15 02:30:00.000,007c2c1c,APROVADA,DEBITO,d175843d-25f5-4d16-b011-88bc471b6c13,Loja de departamentos,30
2b162060,2022-02,2022-02-16 08:30:00.000,007c2c1c,APROVADA,DEBITO,efad9a50-1dfa-4f9f-8ced-6cd58ef0cfda,Farmácia,77
2b162060,2022-02,2022-02-17 08:30:00.000,007c2c1c,APROVADA,DEBITO,3aa454b7-b165-44b3-abcc-02bfe125d8d7,Posto de gasolina,24
2b162060,2022-02,2022-02-18 02:30:00.000,007c2c1c,APROVADA,DEBITO,31b9cf82-df2f-48ad-96f0-46d97af0fcf6,Supermercado,20
2b162060,2022-02,2022-02-19 02:30:00.000,007c2c1c,APROVADA,DEBITO,ea0db243-8550-4111-b012-1217c5f45735,Padaria,33
2b162060,2022-02,2022-02-20 03:30:00.000,007c2c1c,APROVADA,DEBITO,386ef57c-1bd4-4c25-a6fa-069dca96b4c1,Posto de gasolina,47
2b162060,2022-02,2022-02-21 01:30:00.000,007c2c1c,APROVADA,DEBITO,b6615794-181c-451e-9cd4-50ea33784729,Supermercado,61
2b162060,2022-02,2022-02-22 01:30:00.000,007c2c1c,APROVADA,DEBITO,d13a0663-3aa3-42ac-806d-037140489b02,Supermercado,10
2b162060,2022-02,2022-02-23 08:30:00.000,007c2c1c,APROVADA,DEBITO,fc3e9c47-d478-42bb-890b-bc6c358094fc,Padaria,25
2b162060,2022-02,2022-02-24 02:30:00.000,007c2c1c,APROVADA,DEBITO,16e9a891-ca0f-45f1-b548-a16d2cb12a06,Farmácia,13
2b162060,2022-02,2022-02-25 09:30:00.000,007c2c1c,APROVADA,DEBITO,e0a6f166-15f5-49e5-acde-fca70c375449,Posto de gasolina,25
2b162060,2022-02,2022-02-26 02:30:00.000,007c2c1c,APROVADA,DEBITO,b1d4e0b7-0f7c-4a27-8850-83a09b2786c8,Posto de gasolina,23
2b162060,2022-02,2022-02-27 03:30:00.000,007c2c1c,APROVADA,DEBITO,2428a062-61f6-4e24-b6e0-cc6e6adc1e33,Supermercado,28
2b162060,2022-02,2022-02-28 01:30:00.000,007c2c1c,APROVADA,DEBITO,359764f4-8c6d-43da-83a6-cbc8ac0801e9,Supermercado,29
2b162060,2022-03,2022-03-01 02:30:00.000,007c2c1c,APROVADA,DEBITO,6ca4b778-cd5e-4567-947b-69945d6c087c,Supermercado,15
2b162060,2022-03,2022-03-02 02:30:00.000,007c2c1c,APROVADA,DEBITO,4278db53-cb82-4d76-a14d-8116dcbc1e2f,Farmácia,84
2b162060,2022-03,2022-03-03 09:30:00.000,007c2c1c,APROVADA,DEBITO,d82a4b53-647a-42ea-9e37-05da256642b6,Supermercado,78
2b162060,2022-03,2022-03-04 06:30:00.000,007c2c1c,APROVADA,DEBITO,24bf5ed4-4363-418d-a35b-2f6068c68a1c,Posto de gasolina,98
